Unique Key,Closed Date,Incident Address,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Complaint Type,Descriptor,Agency,Longitude,Latitude,Created Date,Agency Name,Location Type,Incident Zip,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Due Date,Resolution Description,Borough_Valid,Address_Valid,Geo_Valid,Record_Valid
64614343,04/11/2025 01:30:00 AM,,MANHATTAN,990199.0,204779.0,Traffic Signal Condition,Controller,DOT,-73.97853596190389,40.72874573701528,04/10/2025 10:44:00 PM,Department of Transportation,,10009.0,,,,AVENUE B,EAST 13 STREET,INTERSECTION,MANHATTAN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64613752,04/11/2025 01:30:15 AM,,MANHATTAN,986060.0,213319.0,Encampment,,NYPD,-73.99346720794237,40.75218772902348,04/10/2025 11:38:43 PM,New York City Police Department,Subway,,,,,,,,,,,The Police Department visited the location and no Encampment was found.,True,False,True,False
64618005,04/11/2025 01:35:00 AM,,BROOKLYN,1020007.0,189768.0,Traffic Signal Condition,Controller,DOT,-73.871068273704,40.68747386634762,04/11/2025 12:04:00 AM,Department of Transportation,,11208.0,,,,AUTUMN AVENUE,ETNA STREET,INTERSECTION,BROOKLYN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64599858,04/11/2025 01:45:00 AM,OCEAN PARKWAY,BROOKLYN,,,Noise,Noise: Construction Before/After Hours (NM1),DEP,,,04/09/2025 10:59:00 PM,Department of Environmental Protection,,11218.0,OCEAN PARKWAY,CATON AVENUE,ALBERMARLE ROAD,,,BLOCKFACE,BROOKLYN,,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",True,True,False,False
64611001,04/11/2025 02:00:00 AM,,MANHATTAN,985964.0,206230.0,Traffic Signal Condition,Underground,DOT,-73.99381550499122,40.73273021110799,04/10/2025 10:10:00 PM,Department of Transportation,,10003.0,,,,UNIVERSITY PLACE,EAST 10 STREET,INTERSECTION,MANHATTAN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64616509,04/11/2025 02:10:00 AM,,QUEENS,1022823.0,205111.0,Traffic Signal Condition,Veh Signal Head,DOT,-73.86082652828729,40.72957489112354,04/10/2025 02:16:00 PM,Department of Transportation,,11374.0,,,,QUEENS BOULEVARD,64 AVENUE,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64617882,04/11/2025 02:22:23 AM,New Dorp lane,UNSPECIFIED,,,Graffiti,Graffiti,DSNY,,,04/10/2025 02:30:53 PM,Department of Sanitation,,,New Dorp lane,,,,,ADDRESS,,,,,False,True,False,False
64624629,04/11/2025 02:25:00 AM,,BROOKLYN,988427.0,182222.0,Traffic Signal Condition,Controller,DOT,-73.98494334049383,40.66683304362069,04/11/2025 01:32:00 AM,Department of Transportation,,11215.0,,,,6 AVENUE,11 STREET,INTERSECTION,BROOKLYN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64614658,04/11/2025 02:30:00 AM,,MANHATTAN,982748.0,199856.0,Traffic Signal Condition,Underground,DOT,-74.00541812909766,40.71523516452979,04/10/2025 10:10:00 PM,Department of Transportation,,10278.0,,,,BROADWAY,DUANE STREET,INTERSECTION,MANHATTAN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64614940,04/11/2025 02:43:06 AM,EAST  141 STREET,BRONX,,,Illegal Parking,Double Parked Blocking Vehicle,NYPD,,,04/10/2025 04:26:45 PM,New York City Police Department,Street/Sidewalk,10454.0,EAST  141 STREET,ALEXANDER AVENUE,WILLIS AVENUE,ALEXANDER AVENUE,WILLIS AVENUE,BLOCKFACE,,,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,True,True,False,False
64613187,04/11/2025 02:45:00 AM,,BRONX,1015727.0,258218.0,Traffic Signal Condition,LED Lense,DOT,-73.8861802756567,40.87536698355977,04/10/2025 09:50:00 AM,Department of Transportation,,10468.0,,,,GRAND CONCOURSE,EAST 205 STREET,INTERSECTION,BRONX,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64615570,04/11/2025 02:45:00 AM,,BROOKLYN,998915.0,202607.0,Traffic Signal Condition,Controller,DOT,-73.94709330486278,40.72277396976124,04/11/2025 12:57:00 AM,Department of Transportation,,11222.0,,,,MC GUINNESS BOULEVARD,DRIGGS AVENUE,INTERSECTION,BROOKLYN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64611777,04/11/2025 03:10:00 AM,,BROOKLYN,993121.0,171227.0,Traffic Signal Condition,APS,DOT,-73.96803753489446,40.63665070511987,04/10/2025 02:59:00 PM,Department of Transportation,,11218.0,,,,CONEY ISLAND AVENUE,DITMAS AVENUE,INTERSECTION,BROOKLYN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64621192,04/11/2025 03:10:00 AM,,MANHATTAN,989160.0,210991.0,Traffic Signal Condition,Pedestrian Signal,DOT,-73.98228014797621,40.745796777668446,04/11/2025 02:35:00 AM,Department of Transportation,,10016.0,,,,PARK AVENUE,EAST 32 STREET,INTERSECTION,MANHATTAN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64622354,04/11/2025 03:10:00 AM,,MANHATTAN,989160.0,210991.0,Traffic Signal Condition,Controller,DOT,-73.98228014797621,40.745796777668446,04/11/2025 02:42:00 AM,Department of Transportation,,10016.0,,,,PARK AVENUE,EAST 32 STREET,INTERSECTION,MANHATTAN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64609671,04/11/2025 03:45:00 AM,,MANHATTAN,990630.0,214107.0,Traffic Signal Condition,Underground,DOT,-73.97697206313195,40.75434847268093,04/10/2025 10:10:00 PM,Department of Transportation,,10017.0,,,,VANDERBILT AVENUE,EAST 45 STREET,INTERSECTION,MANHATTAN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64613795,04/11/2025 03:50:00 AM,,BROOKLYN,,,Traffic Signal Condition,APS,DOT,,,04/10/2025 04:02:00 PM,Department of Transportation,,,,,,DE KALB AVE,FLATBUSH AVE,INTERSECTION,,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,False,False
64614073,04/11/2025 04:00:00 AM,67 STREET,BROOKLYN,,,Noise,Noise: Construction Before/After Hours (NM1),DEP,,,04/10/2025 02:20:00 AM,Department of Environmental Protection,,11220.0,67 STREET,5 AVENUE,6 AVENUE,,,BLOCKFACE,BROOKLYN,,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",True,True,False,False
64583972,04/11/2025 04:15:00 AM,,BROOKLYN,1001747.0,191501.0,Traffic Signal Condition,LED Lense,DOT,-73.936905204767,40.69228548476748,04/07/2025 02:49:00 PM,Department of Transportation,,11221.0,,,,LEWIS AVENUE,KOSCIUSKO STREET,INTERSECTION,BROOKLYN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64609681,04/11/2025 04:30:00 AM,,MANHATTAN,1003036.0,250841.0,Traffic Signal Condition,Underground,DOT,-73.93209113995978,40.85515549806756,04/10/2025 10:10:00 PM,Department of Transportation,,10040.0,,,,WADSWORTH TERRACE,WEST 189 STREET,INTERSECTION,MANHATTAN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64623482,04/11/2025 04:35:00 AM,,QUEENS,1052799.0,181512.0,Traffic Signal Condition,Controller,DOT,-73.7529121208803,40.664619874045,04/11/2025 02:14:00 AM,Department of Transportation,,11413.0,,,,225 STREET,144 AVENUE,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64581972,04/11/2025 04:50:00 AM,,BROOKLYN,1001586.0,192569.0,Traffic Signal Condition,Ped Visor,DOT,-73.93748302762974,40.69521721362621,04/07/2025 02:51:00 PM,Department of Transportation,,11206.0,,,,LEWIS AVENUE,WILLOUGHBY AVENUE,INTERSECTION,BROOKLYN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64620987,04/11/2025 04:59:34 AM,,MANHATTAN,997673.0,235117.0,Panhandling,,NYPD,-73.95150912274161,40.81200743917166,04/11/2025 04:30:00 AM,New York City Police Department,Subway,,,,,,,,,,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,True,False,True,False
64614148,04/11/2025 05:00:00 AM,,BRONX,1015477.0,257488.0,Traffic Signal Condition,Ped Visor,DOT,-73.8870876683515,40.87336424792372,04/10/2025 09:55:00 AM,Department of Transportation,,10468.0,,,,GRAND CONCOURSE,EAST 202 STREET,INTERSECTION,BRONX,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64624626,04/11/2025 05:00:00 AM,,QUEENS,1045300.0,182269.0,Traffic Signal Condition,Controller,DOT,-73.77993561984331,40.66675254787023,04/11/2025 04:38:00 AM,Department of Transportation,,11434.0,,,,SOUTH CONDUIT AVENUE,ROCKAWAY BOULEVARD,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64613736,04/11/2025 05:19:31 AM,JEFFERSON AVENUE,QUEENS,,,Non-Emergency Police Matter,Other (complaint details),NYPD,,,04/10/2025 05:42:30 PM,New York City Police Department,Street/Sidewalk,11385.0,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,BLOCKFACE,,,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,True,True,False,False
64622109,04/11/2025 05:25:00 AM,,BRONX,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/10/2025 05:09:00 PM,Department of Sanitation,Street,,,,,NOBLE AVENUE,NOBLE AVENUE,INTERSECTION,,,,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,True,False,False,False
64624628,04/11/2025 05:55:00 AM,,BRONX,1006814.0,240786.0,Traffic Signal Condition,Controller,DOT,-73.91846801673917,40.82754862193643,04/11/2025 04:48:00 AM,Department of Transportation,,10451.0,,,,GRANT AVENUE,EAST 163 STREET,INTERSECTION,BRONX,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64535656,04/11/2025 05:59:22 AM,BROADWAY,MANHATTAN,,,Broken Parking Meter,Out of Order,DOT,,,04/02/2025 10:57:33 AM,Department of Transportation,Street,10024.0,BROADWAY,WEST   86 STREET,WEST   87 STREET,WEST   86 STREET,WEST   87 STREET,BLOCKFACE,,,,The Department of Transportation has completed the request or corrected the condition.,True,True,False,False
64621962,04/11/2025 06:07:00 AM,,BROOKLYN,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/09/2025 03:29:00 PM,Department of Sanitation,Street,,,,,AVENUE A,AVENUE A,INTERSECTION,,,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,True,False,False,False
64611039,04/11/2025 06:15:00 AM,,BRONX,1013802.0,261244.0,Street Condition,Pothole,DOT,-73.89312765119699,40.88367906355724,04/10/2025 08:27:52 AM,Department of Transportation,,10463.0,,,,ORLOFF AVENUE,VAN CORTLANDT AVENUE WEST,INTERSECTION,BRONX,,,The Department of Transportation inspected this complaint and repaired the problem.,True,False,True,False
64612270,04/11/2025 06:37:00 AM,TIMBER RIDGE DRIVE,STATEN ISLAND,,,Street Condition,Pothole,DOT,,,04/10/2025 08:14:24 AM,Department of Transportation,,10306.0,TIMBER RIDGE DRIVE,MEADOW LANE,OLD AMBOY ROAD,,,BLOCKFACE,STATEN ISLAND,,,The Department of Transportation inspected this complaint and repaired the problem.,True,True,False,False
64617190,04/11/2025 06:58:00 AM,,QUEENS,1051488.0,182176.0,Street Condition,Pothole,DOT,-73.75763103134312,40.66645245268285,04/10/2025 07:42:41 AM,Department of Transportation,,11413.0,,,,NORTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD,INTERSECTION,QUEENS,,,The Department of Transportation inspected this complaint and did not find the reported problem.,True,False,True,False
64624407,04/11/2025 07:03:33 AM,NYU,MANHATTAN,985233.0,204961.0,Encampment,,NYPD,-73.99645330172693,40.729247228444606,04/11/2025 06:42:20 AM,New York City Police Department,Street/Sidewalk,10012.0,NYU,GREENE STREET,WASHINGTON SQUARE EAST,GREENE STREET,WASHINGTON SQUARE EAST,UNRECOGNIZED,NEW YORK,NEW YORK UNIVERSITY,,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,True,False,True,False
53201761,04/11/2025 07:05:00 AM,85-19 JAMAICA AVE,UNSPECIFIED,,,Adopt-A-Basket,Adopt-A-Basket,DSNY,,,07/26/2017 12:00:00 AM,Department of Sanitation,Sidewalk,,JAMAICA AVE,,,,,ADDRESS,,,,,False,True,False,False
53204283,04/11/2025 07:06:00 AM,92-02 JAMAICA AVE,UNSPECIFIED,,,Adopt-A-Basket,Adopt-A-Basket,DSNY,,,04/13/2018 12:00:00 AM,Department of Sanitation,Sidewalk,,JAMAICA AVE,,,,,ADDRESS,,,,,False,True,False,False
64625407,04/11/2025 07:10:00 AM,,QUEENS,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/07/2025 01:18:00 PM,Department of Sanitation,Street,,,,,95 AVENUE,95 AVENUE,INTERSECTION,,,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,True,False,False,False
64622350,04/11/2025 07:20:00 AM,,BROOKLYN,993361.0,199381.0,Traffic Signal Condition,Veh Signal Head,DOT,-73.96713474941903,40.71392683926784,04/11/2025 07:00:00 AM,Department of Transportation,,11249.0,,,,KENT AVENUE,SOUTH 3 STREET,INTERSECTION,BROOKLYN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64621214,04/11/2025 07:30:00 AM,,BROOKLYN,1005538.0,169106.0,Traffic Signal Condition,Controller,DOT,-73.92330543807948,40.63080787310346,04/11/2025 04:59:00 AM,Department of Transportation,,11234.0,,,,AVENUE I,EAST 55 STREET,INTERSECTION,BROOKLYN,,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",True,False,True,False
64609711,04/11/2025 07:35:00 AM,JOHN STREET,MANHATTAN,,,Street Condition,Pothole,DOT,,,04/10/2025 08:46:28 AM,Department of Transportation,,10038.0,JOHN STREET,CLIFF STREET,GOLD STREET,,,BLOCKFACE,MANHATTAN,,,The Department of Transportation inspected this complaint and repaired the problem.,True,True,False,False
64620246,04/11/2025 07:40:00 AM,,QUEENS,1042252.0,196877.0,Traffic Signal Condition,Pedestrian Signal,DOT,-73.79079681810872,40.70686853887864,04/11/2025 04:58:00 AM,Department of Transportation,,11432.0,,,,JAMAICA AVENUE,169 STREET,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64619828,04/11/2025 07:43:00 AM,,BRONX,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/09/2025 02:24:00 PM,Department of Sanitation,Street,,,,,BRONX BOULEVARD,BRONX BOULEVARD,INTERSECTION,,,,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,True,False,False,False
64624605,04/11/2025 07:45:51 AM,,QUEENS,1053117.0,182160.0,Street Condition,Pothole,DOT,-73.75175926282549,40.66639601528408,04/11/2025 07:45:51 AM,Department of Transportation,,11413.0,,,,225 STREET,NORTH CONDUIT AVENUE,INTERSECTION,QUEENS,,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,False,True,False
64624620,04/11/2025 07:46:52 AM,NORTH CONDUIT AVENUE,QUEENS,,,Street Condition,Pothole,DOT,,,04/11/2025 07:46:52 AM,Department of Transportation,,11413.0,NORTH CONDUIT AVENUE,143 AVENUE,225 STREET,,,BLOCKFACE,QUEENS,,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,True,False,False
64620073,04/11/2025 07:47:26 AM,137 AVENUE,QUEENS,,,Street Condition,Pothole,DOT,,,04/11/2025 07:47:26 AM,Department of Transportation,,11434.0,137 AVENUE,174 STREET,175 STREET,,,BLOCKFACE,QUEENS,,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,True,False,False
64622342,04/11/2025 07:47:59 AM,,QUEENS,1043893.0,189836.0,Street Condition,Pothole,DOT,-73.78494038708322,40.68753178141325,04/11/2025 07:47:59 AM,Department of Transportation,,11434.0,,,,115 AVENUE,GUY R BREWER BOULEVARD,INTERSECTION,QUEENS,,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,False,True,False
64621927,04/11/2025 07:53:00 AM,,BRONX,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/10/2025 04:22:00 PM,Department of Sanitation,Street,,,,,GRACE AVENUE,GRACE AVENUE,INTERSECTION,,,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,True,False,False,False
64621993,04/11/2025 07:57:00 AM,,BRONX,,,Derelict Vehicles,Derelict Vehicles,DSNY,,,04/10/2025 04:25:00 PM,Department of Sanitation,Street,,,,,GRACE AVENUE,GRACE AVENUE,INTERSECTION,,,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,True,False,False,False
64529419,04/11/2025 08:00:00 AM,,QUEENS,1003842.0,209738.0,Traffic Signal Condition,Base Door,DOT,-73.92929748483328,40.74233726718891,04/01/2025 03:38:00 PM,Department of Transportation,,11101.0,,,,47 AVENUE,36 STREET,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64610324,04/11/2025 08:00:00 AM,,BROOKLYN,1004349.0,186025.0,Traffic Signal Condition,Pedestrian Signal,DOT,-73.92753864020985,40.67724959401217,04/10/2025 08:14:00 AM,Department of Transportation,,11233.0,,,,ATLANTIC AVENUE,ROCHESTER AVENUE,INTERSECTION,BROOKLYN,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64618331,04/11/2025 08:00:00 AM,HUDSON STREET,MANHATTAN,,,Street Condition,Pothole,DOT,,,04/10/2025 07:17:58 PM,Department of Transportation,,10013.0,HUDSON STREET,BEACH STREET,HUBERT STREET,,,BLOCKFACE,MANHATTAN,,,The Department of Transportation inspected this complaint and repaired the problem.,True,True,False,False
64623760,04/11/2025 08:02:00 AM,,BROOKLYN,1009123.0,193116.0,Water System,Hydrant Running (WC3),DEP,-73.91030114262148,40.6967006270844,04/11/2025 07:50:00 AM,Department of Environmental Protection,,11237.0,,,,PUTNAM AVENUE,IRVING AVENUE,INTERSECTION,BROOKLYN,,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,False,True,False
64611355,04/11/2025 08:05:59 AM,,UNSPECIFIED,,,Ferry Inquiry,Lost and Found,DOT,,,04/10/2025 10:32:20 PM,Department of Transportation,Terminal,,,,,,,,,,,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",False,False,False,False
64597092,04/11/2025 08:06:00 AM,205 STREET,QUEENS,,,Street Condition,Pothole,DOT,,,04/08/2025 12:55:35 PM,Department of Transportation,,11412.0,205 STREET,116 AVENUE,LINDEN BOULEVARD,,,BLOCKFACE,QUEENS,,,The Department of Transportation inspected this complaint and repaired the problem.,True,True,False,False
64599471,04/11/2025 08:10:00 AM,EAST  125 STREET,MANHATTAN,,,Street Condition,Pothole,DOT,,,04/09/2025 09:14:37 AM,Department of Transportation,,10035.0,EAST  125 STREET,MADISON AVENUE,METRO NORTH RR,,,BLOCKFACE,MANHATTAN,,,The Department of Transportation inspected this complaint and repaired the problem.,True,True,False,False
64618906,04/11/2025 08:10:00 AM,,UNSPECIFIED,,,Traffic Signal Condition,Controller,DOT,,,04/11/2025 05:18:00 AM,Department of Transportation,,,,,,HYLAN BLVD,SINGHBOARD AVE,INTERSECTION,,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,False,False,False,False
64625786,04/11/2025 08:10:00 AM,,UNSPECIFIED,,,Traffic Signal Condition,Controller,DOT,,,04/11/2025 06:20:00 AM,Department of Transportation,,,,,,HYLAN BLVD,FINGERBOARD RD,INTERSECTION,,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,False,False,False,False
64624625,04/11/2025 08:25:00 AM,,QUEENS,1031718.0,220113.0,Traffic Signal Condition,Controller,DOT,-73.8286270665034,40.77070825338912,04/11/2025 06:28:00 AM,Department of Transportation,,11354.0,,,,31 ROAD,140 STREET,INTERSECTION,QUEENS,,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,True,False,True,False
64621440,04/11/2025 08:26:00 AM,,BRONX,1008387.0,253290.0,Water System,Leak (Use Comments) (WA2),DEP,-73.91273918816697,40.86186425767818,04/11/2025 08:14:00 AM,Department of Environmental Protection,,10468.0,,,,MAJOR DEEGAN EXPRESSWAY,WEST FORDHAM ROAD,INTERSECTION,BRONX,,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,True,False,True,False
64518891,04/11/2025 08:27:30 AM,DITMAS AVENUE,BROOKLYN,,,Street Condition,Cave-in,DOT,,,03/31/2025 11:03:44 AM,Department of Transportation,Street,11218.0,DITMAS AVENUE,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,BLOCKFACE,,,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,True,True,False,False
64603496,04/11/2025 08:29:00 AM,,QUEENS,1050267.0,190109.0,Street Condition,Pothole,DOT,-73.76195456984738,40.68823585360696,04/09/2025 12:43:12 PM,Department of Transportation,,11412.0,,,,119 AVENUE,FARMERS BOULEVARD,INTERSECTION,QUEENS,,,The Department of Transportation inspected this complaint and repaired the problem.,True,False,True,False
64556002,04/11/2025 08:29:07 AM,DITMAS AVENUE,BROOKLYN,,,Street Condition,Cave-in,DOT,,,04/04/2025 08:28:13 AM,Department of Transportation,Street,11218.0,DITMAS AVENUE,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,BLOCKFACE,,,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,True,True,False,False
